1.4895,0.81688,2.1168,1.7836,1.5346,-0.30543,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23402,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23391,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753
1.4895,0.81688,2.1168,1.7836,1.5346,-0.30543,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23391,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753
1.4895,0.81688,2.1168,1.7836,1.5346,-0.30543,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23425,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753
1.4895,0.81688,2.1168,1.7836,1.5346,-0.30543,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23419,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23408,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4812,-0.4775,-0.36753
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.2751,0.75143,-0.23397,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4649,-0.4775,-0.36874
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27518,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27518,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27518,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
1.4895,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27518,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
1.8653,0.81513,2.4798,2.2091,1.949,-0.25149,-1.638,-0.41777,-0.67966,-0.23316,0.67969,-0.34644,-0.30092,0.75143,-0.2462,-0.8436,-0.15848,-1.5374,0.19694,-0.28811,-0.46367,-1.081,-1.8086,-0.4775,-0.28868
1.8824,0.8165,2.1916,2.2514,1.9896,-0.30383,-1.6537,-0.41777,-0.68357,-0.23316,0.56835,-0.34644,-0.31184,0.45319,-0.24353,-0.96837,-0.15844,-1.5374,0.22395,-0.28811,-0.46736,-1.081,-1.6671,-0.4775,-0.31772
1.6811,0.82227,2.342,2.086,1.8265,-0.48434,-1.4379,-0.14537,-0.63645,-0.23316,-0.037146,-0.29103,-0.33651,-0.093579,-0.22912,-1.3323,-0.15829,-1.7734,-0.073402,-0.28811,-0.45435,-1.081,-1.0999,-0.4775,-0.42535
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27522,0.75143,-0.23426,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27526,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27526,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27529,0.75143,-0.23392,-0.97966,-0.15832,-1.3014,-0.27203,-0.28811,-0.44497,-1.081,-1.4349,-0.4775,-0.4067
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27526,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27529,0.75143,-0.23392,-0.97966,-0.15832,-1.3014,-0.27203,-0.28811,-0.44497,-1.081,-1.4349,-0.4775,-0.4067
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27522,0.75143,-0.23426,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27526,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.59356,-0.23316,0.31218,-0.29103,-0.27526,0.75143,-0.23432,-0.94474,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114
-0.92465,0.1644,-0.82227,-0.90388,-0.74475,-0.58268,0.89128,0.12703,-0.049863,-0.09707,-0.16711,-0.11951,-0.13738,0.75143,-0.18865,-0.30124,-0.15577,-0.47533,-0.16644,-0.28811,-0.39185,-1.2384,-0.30182,-0.4775,-0.13283
0.76357,0.83152,0.50479,0.4188,0.20162,0.76381,-0.4782,-0.55397,-0.36942,-0.50533,-0.68179,-0.31214,-0.19261,-2.5292,-0.12559,-1.4077,0.067424,0.58673,0.84723,-0.28811,-0.55642,0.020912,0.37086,0.24381,1.5813
2.0094,0.83152,-0.053546,1.7173,1.4643,1.1749,-1.7638,-0.82637,-0.70995,-0.36924,0.79064,-0.31214,-0.15504,-2.9766,-0.20911,-1.5228,0.091245,0.58673,0.41921,-0.28811,-0.47803,0.020912,0.11534,0.099548,0.67141
2.0094,0.83152,-0.053546,1.7173,1.4643,1.1749,-1.7638,-0.82637,-0.70995,-0.64141,0.26056,-0.36491,-0.29441,-3.1754,-0.13474,-1.5881,0.14201,0.58673,0.41921,-0.28811,-0.47803,1.4901,0.69043,1.9269,1.2097
-1.0073,0.049866,-0.91388,-0.97185,-0.74229,-0.67373,0.92467,0.12703,-0.024604,0.039015,-0.1405,-0.058819,-0.08129,0.75143,-0.18236,-0.52663,-0.15538,-0.47533,-0.20247,-0.28811,-0.44295,-1.3564,-0.42513,-0.4775,-0.14188
0.027384,-0.0054026,0.031049,0.28389,0.3984,1.3618,-0.88727,-0.41777,-0.24559,-0.64141,-0.56912,-0.35963,-0.3517,-1.1374,0.20391,-0.071851,-0.13413,1.2948,2.1246,2.1163,1.6183,1.4901,0.62454,0.96512,0.30074
-0.29486,0.23606,2.7381,-0.46663,-0.52832,0.21887,0.38512,1.7614,3.9866,-0.64141,-0.066353,0.38976,3.719,0.10525,2.8747,-1.4503,-0.15819,-1.679,-2.5769,-0.28811,-0.3924,-0.71366,-2.1512,-0.4775,-0.47702
1.7808,0.49368,2.7381,1.4195,1.1747,1.2315,-1.5279,-0.28157,-0.58499,-0.64141,-0.77702,-0.35436,-0.38314,0.75143,-0.207,2.0155,-0.15958,0.020298,-0.026526,-0.28811,2.1873,0.020912,0.034498,-0.4775,-0.46011
-0.94919,-0.22744,2.7381,-0.92063,-1.1009,-0.72803,1.2654,9.5248,4.8909,-0.64141,-0.30209,3.1921,4.141,-2.6783,5.2741,-1.442,-0.15851,-2.2087,-2.6897,-0.28811,-0.22285,-0.71366,-1.5852,-0.4775,-0.44785
1.0871,0.36227,2.7381,0.46562,0.61492,2.6317,-1.5766,-0.41777,-0.431,-0.50533,-0.37055,-0.33325,-0.20263,0.75143,-0.043512,0.0345,-0.15812,0.58673,-0.35399,0.51334,0.36966,-0.53002,-0.51397,-0.4775,-0.80514
0.67266,0.61754,2.7381,0.13805,0.09631,2.106,-0.90907,4.3492,1.5399,-0.36924,-0.12728,1.3239,1.5866,0.75143,0.86409,-1.4987,-0.15817,-2.1728,-2.3938,-0.28811,-0.40874,-0.86058,-2.3048,-0.4775,-0.46998
1.6022,0.48181,2.7381,0.78324,0.8301,2.1845,-1.5935,1.0804,-0.51517,-0.36924,-0.51431,0.046729,-0.23497,0.0058339,-0.11821,-0.99763,-0.15838,-1.1126,-0.29917,-0.28811,-0.2391,-0.86058,-0.77087,-0.4775,-0.60476
-0.32655,0.83152,-0.053546,-0.44685,-0.64018,-0.19541,0.64673,-0.55397,-0.21334,-0.64141,-0.47339,-0.36491,-0.31057,-2.5292,-0.027807,-0.63679,-0.13373,0.58673,1.238,1.8491,1.2489,1.4901,0.64801,0.96512,0.20694
-0.88491,0.83152,2.7381,-0.87063,-1.0523,-0.67001,1.1994,32.27,5.2172,-0.64141,-0.22143,11.588,4.8909,-1.1871,3.1968,-1.3705,-0.15835,-2.2338,-2.7018,-0.28811,-0.30635,-0.71366,-1.6193,-0.4775,-0.4631
